task_id,family_id,label,mean_rating,std_rating,n_valid_repeats,mean_char_count,layer_idx,rn_margin,rn_prob_N,p3_N,p3_A
F15_N,F15,nonroutine,6.0,0.0,3,401.6666666666667,10,1.3596177160896181,0.7956975595393265,0.6157865827696505,0.27282822510921173
F15_R,F15,routine,5.0,0.0,3,300.3333333333333,10,-1.5243530653120672,0.17882140259760418,0.043820860437771836,0.1987333915804442
F16_A,F16,ambiguous,5.666666666666667,0.4714045207910317,3,337.0,10,,,0.475862865520901,0.41783402372827405
F16_N,F16,nonroutine,5.666666666666667,0.4714045207910317,3,259.3333333333333,10,2.047157087889068,0.8856600429316588,0.7772872878779339,0.1933158579896813
F16_R,F16,routine,5.333333333333333,0.4714045207910317,3,321.3333333333333,10,-1.3548766775958165,0.20507423822790083,0.08529664349584158,0.19160247133055094
F17_A,F17,ambiguous,4.333333333333333,0.4714045207910317,3,1219.3333333333333,10,,,0.89690845025432,0.03910390583319177
F17_N,F17,nonroutine,6.0,0.0,3,1574.6666666666667,10,1.7058010446277272,0.8462908669246082,0.9489459193791113,0.01292672287104332
F17_R,F17,routine,4.0,0.0,3,827.3333333333334,10,-0.739381590207997,0.3231393877551861,0.3755646291681591,0.015579243933021623
F18_A,F18,ambiguous,4.0,0.0,3,1451.6666666666667,10,,,0.06940462420374653,0.7600063819041546
F18_N,F18,nonroutine,6.0,0.0,3,1925.0,10,0.8958301699886905,0.7100918481056914,0.1622949533809887,0.7652210136549572
F18_R,F18,routine,1.0,0.0,3,231.33333333333334,10,-1.987707367302025,0.12049962313067582,0.028399482611379256,0.09677887650114277
F19_A,F19,ambiguous,4.0,0.0,3,1230.0,10,,,0.05150479705827659,0.2750902304889111
F19_N,F19,nonroutine,5.0,0.0,3,1741.0,10,1.7581768969633762,0.852981182359596,0.5218920995119167,0.4166031074160475
F19_R,F19,routine,3.0,0.0,3,116.0,10,-4.005917606388577,0.017881986606458043,0.0009913202075861633,0.05664598780727218
F20_A,F20,ambiguous,4.333333333333333,0.4714045207910317,3,1550.3333333333333,10,,,0.22444601230086944,0.7518033265628891
F20_N,F20,nonroutine,5.0,0.0,3,1333.6666666666667,10,3.9124599108344023,0.9804005538969291,0.9380447106729216,0.06046268084133067
F20_R,F20,routine,4.0,0.0,3,1808.0,10,-4.186117987469398,0.014977461953166333,0.001241886313181934,0.08606719593546529
