task_id,family_id,label,mean_rating,std_rating,n_valid_repeats,mean_char_count,layer_idx,rn_margin,rn_prob_N,p3_N,p3_A
F06_N,F06,nonroutine,5.0,0.0,3,202.33333333333334,8,3.934834154796185,0.9808258923454948,0.9552872586696092,0.04232394986539215
F06_R,F06,routine,4.0,0.0,3,234.0,8,-2.4900414578574583,0.07655926631502966,0.0864546136752698,0.1689125680348944
F07_A,F07,ambiguous,5.0,1.4142135623730951,3,1721.0,8,,,0.012776968946717085,0.9690861015629896
F07_N,F07,nonroutine,7.0,0.0,3,1451.3333333333333,8,-0.6130985558147904,0.3513526998743381,0.014335370043701258,0.749280222746576
F07_R,F07,routine,4.0,0.0,3,1287.3333333333333,8,-3.120256433275607,0.04227938716787421,0.0026832927987430976,0.11965009994430216
F08_A,F08,ambiguous,4.0,0.0,3,1608.0,8,,,0.9832847128320347,0.01575037327686178
F08_N,F08,nonroutine,4.0,0.0,3,1100.3333333333333,8,1.920495424137817,0.8721936697211534,0.8993377774379384,0.04335544665223782
F08_R,F08,routine,4.0,0.0,3,1486.6666666666667,8,-1.2157328710956334,0.2286882576535831,0.05952367242855335,0.08238626755127897
F09_A,F09,ambiguous,4.0,0.0,3,207.0,8,,,0.07410613915364062,0.030749008311991302
F09_N,F09,nonroutine,4.0,0.0,3,1226.3333333333333,8,5.268443531240351,0.9948747805210113,0.9918812829702736,0.006055246795356458
F09_R,F09,routine,3.3333333333333335,0.4714045207910317,3,213.66666666666666,8,-3.109931074704244,0.042699461534894095,0.011216876437548493,0.0007722259615828003
F10_A,F10,ambiguous,4.0,0.0,3,2057.0,8,,,0.9047631311395663,0.09179873776837154
F10_N,F10,nonroutine,4.0,0.0,3,1788.3333333333333,8,2.510607733127944,0.9248821237908281,0.19264667352993223,0.805279625440393
F10_R,F10,routine,4.0,0.0,3,1047.3333333333333,8,-3.641196889873632,0.025550971077007045,0.011104392696973124,0.40768364076140834
F11_A,F11,ambiguous,5.0,1.4142135623730951,3,1328.3333333333333,8,,,0.3684690164547863,0.5314637186931188
F11_N,F11,nonroutine,4.0,0.0,3,1573.3333333333333,8,1.4233906036362323,0.8058694058577327,0.08675795351029349,0.7931642390332589
F11_R,F11,routine,4.0,0.0,3,1916.0,8,-5.634344940011236,0.003560296009077687,2.1753417203590573e-05,0.08249137670262556
F12_A,F12,ambiguous,4.0,0.0,3,2288.0,8,,,0.9591069645166487,0.037844644198057685
F12_N,F12,nonroutine,4.0,0.0,3,2434.6666666666665,8,6.051333399219911,0.9976508115510473,0.9554487915408175,0.04214102668053619
F12_R,F12,routine,4.0,0.0,3,1876.0,8,-0.5505327351617638,0.36574081919435053,0.018868674007360767,0.3438588500655806
F13_A,F13,ambiguous,4.0,0.0,3,2541.6666666666665,8,,,0.005572769932942495,0.8812757094376268
F13_N,F13,nonroutine,6.0,1.4142135623730951,3,2644.3333333333335,8,3.968393169325416,0.9814469391296193,0.20450324143231127,0.7939340291988257
F13_R,F13,routine,4.0,0.0,3,2414.6666666666665,8,-3.772854991148625,0.02246984414892016,0.0027819338981630707,0.018117709176658434
F14_A,F14,ambiguous,6.0,1.4142135623730951,3,2756.6666666666665,8,,,0.2667994463377872,0.7127359555606715
F14_N,F14,nonroutine,4.0,0.0,3,1919.0,8,2.300434399825726,0.9089130094011201,0.7016288478127487,0.2838099215960181
F14_R,F14,routine,4.0,0.0,3,2619.6666666666665,8,-2.047340119706084,0.11432142341602965,0.07338388199583286,0.5848405926339577
F15_A,F15,ambiguous,4.0,0.0,3,184.0,8,,,0.1913368804491906,0.7233114171729397
F15_N,F15,nonroutine,4.0,0.0,3,132.33333333333334,8,2.664150640156625,0.9348778194518083,0.8517546741486767,0.12550181570754887
F15_R,F15,routine,4.333333333333333,0.4714045207910317,3,213.0,8,-2.9465501081965377,0.049899816583332736,0.019701017235598126,0.2110982069359729
F16_A,F16,ambiguous,4.0,0.0,3,164.33333333333334,8,,,0.229056170624052,0.585058746908362
F16_N,F16,nonroutine,4.0,0.0,3,183.0,8,5.422996587136898,0.9956054967246204,0.8377992590276625,0.16172591699828862
F16_R,F16,routine,4.0,0.0,3,145.33333333333334,8,-4.188034053872642,0.014949220216579828,0.003917436033586392,0.014574257278497054
F17_A,F17,ambiguous,4.0,0.0,3,1081.3333333333333,8,,,0.9368731191062042,0.05783731354857424
F17_N,F17,nonroutine,6.0,1.4142135623730951,3,1916.0,8,3.382815402499721,0.9671631361522196,0.9993815211235259,5.166179790538018e-05
F17_R,F17,routine,4.0,0.0,3,1280.3333333333333,8,0.6638420867622661,0.6601229311034849,0.9121765839138655,0.0015597579962363898
F18_A,F18,ambiguous,4.0,0.0,3,1417.0,8,,,0.008645483158578085,0.8861210243685735
F18_N,F18,nonroutine,6.0,1.4142135623730951,3,1729.6666666666667,8,3.9763688369185934,0.981591610538065,0.1849188874899336,0.8100823967836724
F18_R,F18,routine,2.0,0.0,3,277.0,8,-3.6583333062254773,0.025127757775648293,0.004190186619406944,0.02113181976390266
F19_A,F19,ambiguous,4.0,0.0,3,818.0,8,,,0.12631132662507097,0.07435817788984209
F19_N,F19,nonroutine,4.0,0.0,3,1894.0,8,4.8253595099630395,0.9920401980513017,0.9833397514726356,0.01466626433907254
F19_R,F19,routine,2.0,1.4142135623730951,3,285.3333333333333,8,-7.160828901067583,0.0007758083728069167,9.191810634300094e-05,4.335047066913045e-05
F20_A,F20,ambiguous,4.0,0.0,3,1414.3333333333333,8,,,0.12523080574840514,0.8742947632909077
F20_N,F20,nonroutine,4.0,0.0,3,1222.6666666666667,8,5.548691685130503,0.9961225465779958,0.27914049336132757,0.7208179510054195
F20_R,F20,routine,4.0,0.0,3,1236.3333333333333,8,-10.020930787971025,4.445757267903033e-05,9.289671154676408e-06,0.0004648935964909123
